"PROPAGATIVE_MATERIAL_TYPE","COUNTRY_OF_ORIGIN_NAME","MEDIAN_QTY_LT200","PRODUCER_GROUP_TOP","IMPORTER_NAME_TOP","Compliance"
"Rooted Plant (including grafted)","Taiwan",FALSE,"Reference","omega customs brokers","Low compliance"
"Rooted Plant (including grafted)","Taiwan",FALSE,"Reference","b c amp f brokerage","Medium compliance"
"Rooted Plant (including grafted)","Taiwan",FALSE,"Reference","express seed","Medium compliance"
"Rooted Plant (including grafted)","South Africa",TRUE,"Reference","Reference","Medium compliance"
"Rooted Plant (including grafted)","South Africa",TRUE,"Reference","missing","Poor compliance"
"Rooted Plant (including grafted)","South Africa",TRUE,"Reference","costa farms","Poor compliance"
"Rooted Plant (including grafted)","South Africa",TRUE,"Reference","miyar intl brokerage","Poor compliance"
"Rooted Plant (including grafted)","South Africa",TRUE,"Reference","foremost foliage","Poor compliance"
"Rooted Plant (including grafted)","South Africa",TRUE,"Reference","express seed","Poor compliance"
"Rooted Plant (including grafted)","South Africa",FALSE,"Reference","Reference","Medium compliance"
"Rooted Plant (including grafted)","South Africa",FALSE,"Reference","missing","Low compliance"
"Rooted Plant (including grafted)","South Africa",FALSE,"Reference","costa farms","Low compliance"
"Rooted Plant (including grafted)","South Africa",FALSE,"Reference","miyar intl brokerage","Poor compliance"
"Rooted Plant (including grafted)","South Africa",FALSE,"Reference","foremost foliage","Poor compliance"
"Rooted Plant (including grafted)","South Africa",FALSE,"Reference","express seed","Poor compliance"
"Rooted Plant (including grafted)","Hungary",TRUE,"Reference","Reference","Low compliance"
"Rooted Plant (including grafted)","Hungary",TRUE,"Reference","missing","Poor compliance"
"Rooted Plant (including grafted)","Hungary",FALSE,"Reference","Reference","Low compliance"
"Rooted Plant (including grafted)","Hungary",FALSE,"Reference","missing","Poor compliance"
"Rooted Plant (including grafted)","Latvia",TRUE,"Reference","missing","Poor compliance"
"Rooted Plant (including grafted)","Latvia",FALSE,"Reference","missing","Low compliance"
"Rooted Plant (including grafted)","Japan",TRUE,"Reference","missing","Poor compliance"
"Rooted Plant (including grafted)","Japan",TRUE,"Reference","Reference","Medium compliance"
"Rooted Plant (including grafted)","Japan",TRUE,"Reference","foremost foliage","Poor compliance"
"Rooted Plant (including grafted)","Japan",TRUE,"Reference","omega customs brokers","Poor compliance"
"Rooted Plant (including grafted)","Japan",TRUE,"Reference","mchutchison","Poor compliance"
"Rooted Plant (including grafted)","Japan",FALSE,"Reference","missing","Low compliance"
"Rooted Plant (including grafted)","Japan",FALSE,"Reference","Reference","Medium compliance"
"Rooted Plant (including grafted)","Japan",FALSE,"Reference","foremost foliage","Low compliance"
"Rooted Plant (including grafted)","Japan",FALSE,"Reference","omega customs brokers","Low compliance"
"Rooted Plant (including grafted)","Japan",FALSE,"Reference","mchutchison","Low compliance"
"Rooted Plant (including grafted)","Italy",TRUE,"Reference","Reference","Medium compliance"
"Rooted Plant (including grafted)","Italy",TRUE,"Reference","western cactus enterprises","Poor compliance"
"Rooted Plant (including grafted)","Italy",TRUE,"Reference","missing","Poor compliance"
"Rooted Plant (including grafted)","Italy",TRUE,"Reference","primaflora international lp","Poor compliance"
"Rooted Plant (including grafted)","Italy",TRUE,"Reference","costa farms","Poor compliance"
"Rooted Plant (including grafted)","Italy",TRUE,"Reference","express seed","Poor compliance"
"Rooted Plant (including grafted)","Italy",TRUE,"Reference","ds cole growers","Poor compliance"
"Rooted Plant (including grafted)","Italy",FALSE,"Reference","Reference","Medium compliance"
"Rooted Plant (including grafted)","Italy",FALSE,"Reference","western cactus enterprises","Low compliance"
"Rooted Plant (including grafted)","Italy",FALSE,"Reference","missing","Poor compliance"
"Rooted Plant (including grafted)","Italy",FALSE,"Reference","primaflora international lp","Low compliance"
"Rooted Plant (including grafted)","Italy",FALSE,"Reference","costa farms","Low compliance"
"Rooted Plant (including grafted)","Italy",FALSE,"Reference","express seed","Poor compliance"
"Rooted Plant (including grafted)","Italy",FALSE,"Reference","ds cole growers","Poor compliance"
"Rooted Plant (including grafted)","El Salvador",TRUE,"Reference","Reference","Medium compliance"
"Rooted Plant (including grafted)","El Salvador",TRUE,"Reference","primaflora international lp","Low compliance"
"Rooted Plant (including grafted)","El Salvador",TRUE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Rooted Plant (including grafted)","El Salvador",TRUE,"Reference","foremost foliage","Poor compliance"
"Rooted Plant (including grafted)","El Salvador",FALSE,"Reference","Reference","Medium compliance"
"Rooted Plant (including grafted)","El Salvador",FALSE,"Reference","primaflora international lp","Medium compliance"
"Rooted Plant (including grafted)","El Salvador",FALSE,"Reference","foremost foliage inc dba foremostco","Low compliance"
"Rooted Plant (including grafted)","El Salvador",FALSE,"Reference","foremost foliage","Low compliance"
"Rooted Plant (including grafted)","India",TRUE,"Reference","Reference","Medium compliance"
"Rooted Plant (including grafted)","India",TRUE,"Reference","bill moore and company","Poor compliance"
"Rooted Plant (including grafted)","India",TRUE,"Reference","fleurizon","Poor compliance"
"Rooted Plant (including grafted)","India",TRUE,"TROPICA NURSERY","foremost foliage inc dba foremostco","Poor compliance"
"Rooted Plant (including grafted)","India",TRUE,"TROPICA NURSERY","fleurizon","Poor compliance"
"Rooted Plant (including grafted)","India",TRUE,"TROPICA NURSERY","bill moore and company","Poor compliance"
"Rooted Plant (including grafted)","India",TRUE,"Reference","foremost foliage inc dba foremostco","Low compliance"
"Rooted Plant (including grafted)","India",TRUE,"TROPICA NURSERY","express seed","Poor compliance"
"Rooted Plant (including grafted)","India",TRUE,"Reference","mchutchison","Low compliance"
"Rooted Plant (including grafted)","India",TRUE,"TROPICA NURSERY","scott valentine","Poor compliance"
"Rooted Plant (including grafted)","India",TRUE,"Reference","costa farms","Low compliance"
"Rooted Plant (including grafted)","India",TRUE,"Reference","foremost foliage","Poor compliance"
"Rooted Plant (including grafted)","India",TRUE,"Reference","express seed","Low compliance"
"Rooted Plant (including grafted)","India",TRUE,"Reference","kurt weiss greenhouse","Low compliance"
"Rooted Plant (including grafted)","India",FALSE,"Reference","Reference","Medium compliance"
"Rooted Plant (including grafted)","India",FALSE,"Reference","bill moore and company","Poor compliance"
"Rooted Plant (including grafted)","India",FALSE,"Reference","fleurizon","Low compliance"
"Rooted Plant (including grafted)","India",FALSE,"TROPICA NURSERY","foremost foliage inc dba foremostco","Poor compliance"
"Rooted Plant (including grafted)","India",FALSE,"TROPICA NURSERY","fleurizon","Poor compliance"
"Rooted Plant (including grafted)","India",FALSE,"TROPICA NURSERY","bill moore and company","Poor compliance"
"Rooted Plant (including grafted)","India",FALSE,"Reference","foremost foliage inc dba foremostco","Low compliance"
"Rooted Plant (including grafted)","India",FALSE,"TROPICA NURSERY","express seed","Poor compliance"
"Rooted Plant (including grafted)","India",FALSE,"Reference","mchutchison","Medium compliance"
"Rooted Plant (including grafted)","India",FALSE,"TROPICA NURSERY","scott valentine","Low compliance"
"Rooted Plant (including grafted)","India",FALSE,"Reference","costa farms","Medium compliance"
"Rooted Plant (including grafted)","India",FALSE,"Reference","foremost foliage","Low compliance"
"Rooted Plant (including grafted)","India",FALSE,"Reference","express seed","Medium compliance"
"Rooted Plant (including grafted)","India",FALSE,"Reference","kurt weiss greenhouse","Medium compliance"
"Rooted Plant (including grafted)","Viet Nam",TRUE,"Reference","Reference","Medium compliance"
"Rooted Plant (including grafted)","Viet Nam",TRUE,"Reference","scott valentine","Poor compliance"
"Rooted Plant (including grafted)","Viet Nam",TRUE,"Reference","costa farms","Poor compliance"
"Rooted Plant (including grafted)","Viet Nam",TRUE,"Reference","perfect choice","Poor compliance"
"Rooted Plant (including grafted)","Viet Nam",TRUE,"Reference","miyar intl brokerage","Poor compliance"
"Rooted Plant (including grafted)","Viet Nam",TRUE,"Reference","express seed","Low compliance"
"Rooted Plant (including grafted)","Viet Nam",TRUE,"Reference","missing","Poor compliance"
"Rooted Plant (including grafted)","Viet Nam",FALSE,"Reference","Reference","Medium compliance"
"Rooted Plant (including grafted)","Viet Nam",FALSE,"Reference","scott valentine","Medium compliance"
"Rooted Plant (including grafted)","Viet Nam",FALSE,"Reference","costa farms","Medium compliance"
"Rooted Plant (including grafted)","Viet Nam",FALSE,"Reference","perfect choice","Poor compliance"
"Rooted Plant (including grafted)","Viet Nam",FALSE,"Reference","miyar intl brokerage","Poor compliance"
"Rooted Plant (including grafted)","Viet Nam",FALSE,"Reference","express seed","Low compliance"
"Rooted Plant (including grafted)","Viet Nam",FALSE,"Reference","missing","Medium compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"INVERSIONES AGROCOMERCIALE","Reference","Low compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"IVAGRO SA","primaflora international lp","Low compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"LA FLORESTA ORNAMENTALES","primaflora international lp","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Reference","Reference","Medium compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Reference","primaflora international lp","Low compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"QUELETZU SA","primaflora international lp","Low compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"TUCAN EXPORT","primaflora international lp","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"IVAGRO SA","Reference","Medium compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Reference","altman specialty plants","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Guatexotic","primaflora international lp","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Reference","western cactus enterprises","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"TUCAN EXPORT","Reference","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"IVAGRO SA","foremost foliage inc dba foremostco","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"LA FLORESTA ORNAMENTALES","foremost foliage inc dba foremostco","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"IVAGRO SA","florica farmsinc","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"LA FLORESTA ORNAMENTALES","south florida plant services","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Reference","south florida plant services","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Guatexotic","fb imports","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"IVAGRO SA","fb imports","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Reference","fb imports","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"INVERSIONES LUA SA","scott valentine","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Reference","costa farms","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"INVERSIONES LUA SA","costa farms","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"TUCAN EXPORT","b c amp f brokerage","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"PLANTEXPO","jurakan usainc","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Reference","foremost foliage","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"AGRO KOMPASS S A","foremost foliage","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"IVAGRO SA","foremost foliage","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"QUELETZU SA","foremost foliage","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Los Pinos Poptum","foremost foliage","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"AGRO KOMPASS S A","jurakan usainc","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"LA FLORESTA ORNAMENTALES","costa farms","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"LA FLORESTA ORNAMENTALES","florica farmsinc","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"IVAGRO SA","south florida plant services","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"IVAGRO SA","plant exports","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Guatexotic","Reference","Low compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Plant Investments","scott valentine","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Reference","fleurizon","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Reference","russells bromelaids","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"TUCAN EXPORT","russells bromelaids","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Reference","florica farmsinc","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Corporacion Bonanza","florica farmsinc","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Los Pinos Poptum","foremost foliage inc dba foremostco","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"QUELETZU SA","foremost foliage inc dba foremostco","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"LA FLORESTA ORNAMENTALES","Reference","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Corporacion Bonanza","costa farms","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Reference","jurakan usainc","Low compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Corporacion Bonanza","Reference","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Los Pinos Poptum","plant exports","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Plant Investments","express seed","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"TUCAN EXPORT","fb imports","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Plant Investments","mchutchison","Poor compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"Reference","dockside management","Low compliance"
"Rooted Plant (including grafted)","Guatemala",TRUE,"INVERSIONES LUA SA","plant exports","Poor compliance"
