,INSPECTION_ID,COMMODITY_COMMON_NAME,COUNTRY_OF_ORIGIN_NAME,PRODUCER_NAME,PROPAGATIVE_MATERIAL_TYPE,QUANTITY,BROKER_NAME,INSPECTION_LOCATION_NAME,PATHWAY,INSPECTION_NUMBER,SHIPPER_NAME,TAXONOMY_ORDER,TAXONOMY_FAMILY,TAXONOMY_GENUS,TAXONOMY_SPECIES,action,RISK_UNIT,TOTAL_SAMPLING_UNITS_FOR_RISK_UNIT,SAMPLING_UNITS_FOR_INSPECTION_UNIT,REQUIRED_NUMBER_OF_BOXES
339,2216071,Mammillaria schumannii,Vietnam,Rickety Rick Plants,Rooted Plant (including grafted),15,UMBRELLA BROKERAGE INC.,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_72,Jimmy Buffet Margaritaville,Caryophyllales,Cactaceae,Mammillaria,schumannii,0,2216071_1,1,1,1
200,2103725,Goeppertia sp.,Nicaragua,El Poco Loco,Rooted Plant (including grafted),11,ALPHA CUSTOMS BROKERS INC,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_726,Unknown,Zingiberales,Marantaceae,Goeppertia,Unknown,0,2103725_1,35,4,14
448,2388728,Staurogyne repens,Indonesia,OCCIDENTAL TERRANIUM (S) PTE LTD,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),288,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_729,Unknown,Lamiales,Acanthaceae,Staurogyne,repens,0,2388728_1,51,1,15
449,2388728,Taxiphyllum SP.,Indonesia,OCCIDENTAL TERRANIUM (S) PTE LTD,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1800,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_729,Unknown,Hypnales,Hypnaceae,Taxiphyllum,Unknown,0,2388728_1,51,3,15
450,2388728,Hydrocotyle sp.,Indonesia,OCCIDENTAL TERRANIUM (S) PTE LTD,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),360,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_729,Unknown,Apiales,Araliaceae,Hydrocotyle,Unknown,0,2388728_1,51,1,15
451,2388728,Bacopa sp.,Indonesia,OCCIDENTAL TERRANIUM (S) PTE LTD,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),360,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_729,Unknown,Lamiales,Plantaginaceae,Bacopa,Unknown,0,2388728_1,51,1,15
452,2388728,Taxiphyllum SP.,Indonesia,OCCIDENTAL TERRANIUM (S) PTE LTD,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1800,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_729,Unknown,Hypnales,Hypnaceae,Taxiphyllum,Unknown,0,2388728_1,51,2,15
453,2388728,Helanthium tenellum,Indonesia,OCCIDENTAL TERRANIUM (S) PTE LTD,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),3216,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_729,Unknown,Alismatales,Alismataceae,Helanthium,tenellum,0,2388728_1,51,2,15
454,2388728,Rotala macrandra,Indonesia,OCCIDENTAL TERRANIUM (S) PTE LTD,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1440,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_729,Unknown,Myrtales,Lythraceae,Rotala,macrandra,0,2388728_1,51,1,15
455,2388728,Microsorum pteropus,Indonesia,OCCIDENTAL TERRANIUM (S) PTE LTD,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1072,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_729,Unknown,Polypodiales,Polypodiaceae,Microsorum,pteropus,0,2388728_1,51,1,15
333,1899731,Philodendron sp.,Vietnam,The Five Seasons.LTD,Rooted Plant (including grafted),7,UMBRELLA BROKERAGE INC.,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_732,Four Seasons Landscaping ,Alismatales,Araceae,Philodendron,Unknown,0,1899731_1,1,1,1
334,1899731,Philodendron sp.,Vietnam,The Five Seasons.LTD,Rooted Plant (including grafted),7,UMBRELLA BROKERAGE INC.,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_732,Four Seasons Landscaping ,Alismatales,Araceae,Philodendron,Unknown,0,1899731_1,1,1,1
11,2053738,Pachira aquatica,Thailand,BANGKOKS FINEST,Rooted Plant (including grafted),9042,KING AMERICA INC,Los Angeles PIS,Maritime Port - Vessel - Cargo - PIS,INS_739,Unknown,Malvales,Malvaceae,Pachira,aquatica,0,2053738_1,347,13,13
0,2443738,Lindernia rotundifolia,Vietnam,LIFE AQUATIC,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),600,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_739,LIFE AQUATIC,Lamiales,Linderniaceae,Lindernia,rotundifolia,0,2443738_1,99,2,17
1,2443738,Anubias barteri,Vietnam,LIFE AQUATIC,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),7000,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_739,LIFE AQUATIC,Alismatales,Araceae,Anubias,barteri,0,2443738_1,99,3,17
12,1417741,Ludwigia sedioides,Indonesia,OCCIDENTAL TERRANIUM (S) PTE LTD,Rooted Plant (including grafted),30,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_742,OCCIDENTAL TERRANIUM (S) PTE LTD,Myrtales,Onagraceae,Ludwigia,sedioides,0,1417741_1,49,1,15
338,1836742,Rosmarinus sp.,Peru,Jimmy Chu HHH,Unrooted Cutting,1100,WWE BROKERAGE - HDF,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_743,Unknown,Lamiales,Lamiaceae,Rosmarinus,Unknown,0,1836742_1,39,1,8
518,2161744,Agastache sp.,United Arab Emirates,Unknown,Unrooted Cutting,300,TEST LOGISTICS LTD,Linden PIS,Airport - Aircraft - Cargo - PIS,INS_745,Unknown,Lamiales,Lamiaceae,Agastache,Unknown,0,2161744_1,64,1,12
519,2161744,Salvia nemorosa,United Arab Emirates,Unknown,Unrooted Cutting,1500,TEST LOGISTICS LTD,Linden PIS,Airport - Aircraft - Cargo - PIS,INS_745,Unknown,Lamiales,Lamiaceae,Salvia,nemorosa,0,2161744_1,64,2,12
520,2161744,Agastache sp.,United Arab Emirates,Unknown,Unrooted Cutting,300,TEST LOGISTICS LTD,Linden PIS,Airport - Aircraft - Cargo - PIS,INS_745,Unknown,Lamiales,Lamiaceae,Agastache,Unknown,0,2161744_1,64,6,12
521,2161744,Salvia sp.,United Arab Emirates,Unknown,Unrooted Cutting,2300,TEST LOGISTICS LTD,Linden PIS,Airport - Aircraft - Cargo - PIS,INS_745,Unknown,Lamiales,Lamiaceae,Salvia,Unknown,0,2161744_1,64,12,12
522,2161744,Coprosma sp.,United Arab Emirates,Unknown,Unrooted Cutting,900,TEST LOGISTICS LTD,Linden PIS,Airport - Aircraft - Cargo - PIS,INS_745,Unknown,Gentianales,Rubiaceae,Coprosma,Unknown,0,2161744_1,64,6,12
523,2161744,Iresine sp.,United Arab Emirates,Unknown,Unrooted Cutting,2100,TEST LOGISTICS LTD,Linden PIS,Airport - Aircraft - Cargo - PIS,INS_745,Unknown,Caryophyllales,Amaranthaceae,Iresine,Unknown,0,2161744_1,64,2,12
152,922074,Acalypha sp.,Colombia,POKER INTERNATIONAL,Unrooted Cutting,400,PRECISE OUTSOURCING,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_75,Unknown,Malpighiales,Euphorbiaceae,Acalypha,Unknown,0,922074_1,94,1,8
387,2575074,Labisia sp.,Vietnam,MONGOLIAN TROPICANA,Rooted Plant (including grafted),11,GAMMA CUSTOMS BROKERS INC,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_75,Unknown,Ericales,Primulaceae,Labisia,Unknown,0,2575074_1,16,1,11
382,1989761,Dracaena marginata,Ecuador,Salsa Verde BOX 01-05,Unrooted Cutting,43445,"FALL FOLIAGE, INC.",Miami PIS,Maritime Port - Vessel - Cargo - PIS,INS_762,Unknown,Asparagales,Asparagaceae,Dracaena,marginata,0,1989761_3,35,35,11
383,1989761,Dracaena marginata,Ecuador,Salsa Verde BOX 01-06,Unrooted Cutting,43445,"FALL FOLIAGE, INC.",Miami PIS,Maritime Port - Vessel - Cargo - PIS,INS_762,Unknown,Asparagales,Asparagaceae,Dracaena,marginata,0,1989761_3,35,35,11
384,1989761,Dracaena marginata,Ecuador,Salsa Verde BOX 01-07,Unrooted Cutting,43445,"FALL FOLIAGE, INC.",Miami PIS,Maritime Port - Vessel - Cargo - PIS,INS_762,Unknown,Asparagales,Asparagaceae,Dracaena,marginata,0,1989761_3,35,35,11
385,1989761,Dracaena marginata,Ecuador,Salsa Verde BOX 01-08,Unrooted Cutting,43445,"FALL FOLIAGE, INC.",Miami PIS,Maritime Port - Vessel - Cargo - PIS,INS_762,Unknown,Asparagales,Asparagaceae,Dracaena,marginata,0,1989761_3,35,35,11
386,1989761,Dracaena marginata,Ecuador,Salsa Verde BOX 01-09,Unrooted Cutting,43445,"FALL FOLIAGE, INC.",Miami PIS,Maritime Port - Vessel - Cargo - PIS,INS_762,Unknown,Asparagales,Asparagaceae,Dracaena,marginata,0,1989761_3,35,35,11
138,2487767,Euphorbia hypericifolia,Zimbabwe,Unknown,Unrooted Cutting,200,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_768,Wagyhu Beef Co,Malpighiales,Euphorbiaceae,Euphorbia,hypericifolia,0,2487767_1,17,16,7
139,2487767,Glechoma hederacea,Zimbabwe,Unknown,Unrooted Cutting,300,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_768,Wagyhu Beef Co,Lamiales,Lamiaceae,Glechoma,hederacea,0,2487767_1,17,16,7
140,2487767,Heliotropium arborescens,Zimbabwe,Not Selected,Unrooted Cutting,100,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_768,Wagyhu Beef Co,Boraginales,Boraginaceae,Heliotropium,arborescens,0,2487767_1,17,1,7
43,985177,Hedera helix,Congo,Unknown,Unrooted Cutting,8000,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_78,Unknown,Apiales,Araliaceae,Hedera,helix,0,985177_1,5,3,4
376,1428786,Veronica sp.,Peru,Jimmy Chu HHH,Unrooted Cutting,400,WWE BROKERAGE - HDF,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_787,Jimmy Chiu S.A.S,Lamiales,Plantaginaceae,Veronica,Unknown,0,1428786_1,212,1,8
377,1428786,Sedum sp.,Peru,Jimmy Chu HHH,Unrooted Cutting,700,WWE BROKERAGE - HDF,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_787,Jimmy Chiu S.A.S,Saxifragales,Crassulaceae,Sedum,Unknown,0,1428786_1,212,1,8
378,1428786,Phlox sp.,Peru,Jimmy Chu HHH,Unrooted Cutting,800,WWE BROKERAGE - HDF,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_787,Jimmy Chiu S.A.S,Ericales,Polemoniaceae,Phlox,Unknown,0,1428786_1,212,1,8
379,1428786,Lavandula sp.,Peru,Jimmy Chu HHH,Unrooted Cutting,15200,WWE BROKERAGE - HDF,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_787,Jimmy Chiu S.A.S,Lamiales,Lamiaceae,Lavandula,Unknown,0,1428786_1,212,3,8
380,1428786,Lamium sp.,Peru,Jimmy Chu HHH,Unrooted Cutting,4700,WWE BROKERAGE - HDF,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_787,Jimmy Chiu S.A.S,Lamiales,Lamiaceae,Lamium,Unknown,0,1428786_1,212,5,8
196,1622795,Pelargonium sp.,Colombia,Floral Flowers JD Powers,Unrooted Cutting,220200,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_796,Unknown,Geraniales,Geraniaceae,Pelargonium,Unknown,0,1622795_1,150,150,8
153,879780,Alocasia sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),12,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Alocasia,Unknown,0,879780_1,1,1,1
154,879780,Syngonium sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),5,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Syngonium,Unknown,0,879780_1,1,1,1
155,879780,Epipremnum sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),3,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Epipremnum,Unknown,0,879780_1,1,1,1
156,879780,Syngonium sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),5,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Syngonium,Unknown,0,879780_1,1,1,1
157,879780,Monstera sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),34,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Monstera,Unknown,0,879780_1,1,1,1
158,879780,Philodendron sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),21,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Philodendron,Unknown,0,879780_1,1,1,1
159,879780,Philodendron sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),21,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Philodendron,Unknown,0,879780_1,1,1,1
160,879780,Alocasia sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),12,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Alocasia,Unknown,0,879780_1,1,1,1
161,879780,Piper sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),1,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Piperales,Piperaceae,Piper,Unknown,0,879780_1,1,1,1
162,879780,Alocasia sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),12,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Alocasia,Unknown,0,879780_1,1,1,1
163,879780,Alocasia sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),12,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Alocasia,Unknown,0,879780_1,1,1,1
164,879780,Epipremnum sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),3,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Epipremnum,Unknown,0,879780_1,1,1,1
165,879780,Alocasia sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),12,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Alocasia,Unknown,0,879780_1,1,1,1
166,879780,Philodendron sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),21,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Philodendron,Unknown,0,879780_1,1,1,1
167,879780,Epipremnum sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),3,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Epipremnum,Unknown,0,879780_1,1,1,1
168,879780,Monstera sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),34,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Monstera,Unknown,0,879780_1,1,1,1
169,879780,Scindapsus sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),1,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Scindapsus,Unknown,0,879780_1,1,1,1
170,879780,Scindapsus sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),1,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Scindapsus,Unknown,0,879780_1,1,1,1
171,879780,Philodendron sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),21,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Philodendron,Unknown,0,879780_1,1,1,1
172,879780,Hoya sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),2,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Gentianales,Apocynaceae,Hoya,Unknown,0,879780_1,1,1,1
173,879780,Piper sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),1,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Piperales,Piperaceae,Piper,Unknown,0,879780_1,1,1,1
174,879780,Hoya sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),2,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Gentianales,Apocynaceae,Hoya,Unknown,0,879780_1,1,1,1
175,879780,Alocasia sp.,Vietnam,VIETNAM BEST SOUP CO LTD,Rooted Plant (including grafted),12,PRECISEOUT SOURCING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_81,VIETNAM BEST SOUP CO LTD,Alismatales,Araceae,Alocasia,Unknown,0,879780_1,1,1,1
446,2358827,Houllinia,Nicaragua,El Poco Loco,Rooted Plant (including grafted),2,ALPHA CUSTOMS BROKERS INC,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_828,El Generico,Asparagales,Orchidaceae,Houllinia,Unknown,0,2358827_1,30,1,7
5,2077834,Digitalis sp.,Peru,Jimy Chu Peru HHH,Unrooted Cutting,50,PRECISE OUTSOURCING,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_835,CECILIA,Lamiales,Plantaginaceae,Digitalis,Unknown,0,2077834_1,118,4,8
6,2077834,Lamium sp.,Peru,Jimy Chu Peru HHH,Unrooted Cutting,400,PRECISE OUTSOURCING,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_835,CECILIA,Lamiales,Lamiaceae,Lamium,Unknown,0,2077834_1,118,1,8
7,2077834,Kniphofia sp.,Peru,Jimy Chu Peru HHH,Unrooted Cutting,50,PRECISE OUTSOURCING,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_835,CECILIA,Asparagales,Asphodelaceae,Kniphofia,Unknown,0,2077834_1,118,1,8
480,791783,Neoregelia sp.,Ecuador,Bobby Box 301-305,Rooted Plant (including grafted),1000,"FALL FOLIAGE, INC.",Miami PIS,Airport - Aircraft - Cargo - PIS,INS_84,Bobby Box 301-305,Poales,Bromeliaceae,Neoregelia,Unknown,0,791783_1,231,14,13
25,1088864,Staurogyne sp.,Vietnam,Greenhouse Centre Corp,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),25,OUTER-OCCIDENT SERVICES,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_865,The Life Aquatic CO,Lamiales,Acanthaceae,Staurogyne,Unknown,0,1088864_1,33,1,14
26,1088864,Helanthium sp.,Vietnam,Greenhouse Centre Corp,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),15,OUTER-OCCIDENT SERVICES,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_865,The Life Aquatic CO,Alismatales,Alismataceae,Helanthium,Unknown,0,1088864_1,33,1,14
27,1088864,Helanthium sp.,Vietnam,Greenhouse Centre Corp,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),15,OUTER-OCCIDENT SERVICES,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_865,The Life Aquatic CO,Alismatales,Alismataceae,Helanthium,Unknown,0,1088864_1,33,1,14
28,1088864,Hydrocotyle sp.,Vietnam,Greenhouse Centre Corp,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),100,OUTER-OCCIDENT SERVICES,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_865,The Life Aquatic CO,Apiales,Araliaceae,Hydrocotyle,Unknown,0,1088864_1,33,1,14
29,1088864,Eleocharis sp.,Vietnam,Greenhouse Centre Corp,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),25,OUTER-OCCIDENT SERVICES,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_865,The Life Aquatic CO,Poales,Cyperaceae,Eleocharis,Unknown,0,1088864_1,33,1,14
30,1088864,Eleocharis sp.,Vietnam,Greenhouse Centre Corp,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),25,OUTER-OCCIDENT SERVICES,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_865,The Life Aquatic CO,Poales,Cyperaceae,Eleocharis,Unknown,0,1088864_1,33,1,14
31,1088864,Eleocharis sp.,Vietnam,Greenhouse Centre Corp,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),25,OUTER-OCCIDENT SERVICES,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_865,The Life Aquatic CO,Poales,Cyperaceae,Eleocharis,Unknown,0,1088864_1,33,1,14
32,1088864,Micranthemum sp.,Vietnam,Greenhouse Centre Corp,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),15,OUTER-OCCIDENT SERVICES,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_865,The Life Aquatic CO,Lamiales,Linderniaceae,Micranthemum,Unknown,0,1088864_1,33,1,14
493,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
494,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
495,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
496,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
497,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
498,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
499,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
500,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
501,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
502,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
503,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
504,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
505,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
506,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
507,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
508,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
509,1354875,Mandevilla sp.,Colombia,Unknown,Unrooted Cutting,278600,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_876,Unknown,Gentianales,Apocynaceae,Mandevilla,Unknown,0,1354875_1,100,100,8
