INSPECTION_NUMBER,INSPECTION_LOCATION_NAME,PATHWAY,COUNTRY_OF_ORIGIN_NAME,PROPAGATIVE_MATERIAL_TYPE,TOTAL_SAMPLING_UNITS,TOTAL_PLANT_QUANTITY,PRODUCER
INS-3739,Atlanta PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",199,8855,Hiebert Greenhouse of South Dakota
INS-5285,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",118,4638,GroLink Plant Co.
INS-6947,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),669,32657,Colorama Wholesale Nursery
INS-9611,Los Angeles PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",470,37472,Petitti Garden Center (Casa Verde)
INS-3615,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),732,53868,Colorama Wholesale Nursery
INS-9265,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",893,8169,Elzinga & Hoeksema Greenhouses
INS-1194,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),314,25352,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-6106,Miami PIS,Sea,New Zeland,Budwood/Graftwood (scion),477,25781,"Stacy's Greenhouses, Inc."
INS-6733,Los Angeles PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),397,7337,Battlefield Farms
INS-1848,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",567,51184,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-2184,Miami PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",194,17208,Kent's Bromeliads Nursery Inc.
INS-4685,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),205,17819,Sunshine Floral Inc.
INS-9698,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",17,1281,Welby Gardens Co. Inc.
INS-6478,Miami PIS,Air,Japan,Budwood/Graftwood (scion),815,17257,Petitti Garden Center (Casa Verde)
INS-9380,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),33,2684,"Stacy's Greenhouses, Inc."
INS-8372,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),638,51602,Floral Plant Growers LLC
INS-5147,Los Angeles PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",610,22980,Dramm & Echter Inc.
INS-8148,Los Angeles PIS,Truck,India,"Root cutting, crown, or clump, Tuberous Root",271,3019,"Young's Plant Farm, Inc."
INS-1155,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",431,6580,Paul Ecke Ranch
INS-1876,Miami PIS,Sea,New Zeland,Budwood/Graftwood (scion),252,15658,Four Star Greenhouses
INS-8572,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),97,7382,Rockwell Farms Inc.
INS-8236,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",301,4530,Kerry's Bromeliads
INS-3088,Los Angeles PIS,Sea,India,Budwood/Graftwood (scion),770,57772,GroLink Plant Co.
INS-5871,Miami PIS,Air,Japan,Budwood/Graftwood (scion),841,71205,Pacifica Flowers
INS-6526,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),513,41056,Plant Marketing LLC
INS-8926,Atlanta PIS,Air,India,Budwood/Graftwood (scion),210,18237,"Olive Hill Greenhouses, Inc."
INS-6510,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),498,47141,Green Valley Growers
INS-4659,Miami PIS,Air,Japan,Budwood/Graftwood (scion),356,5404,Smith Gardens
INS-4386,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",19,300,Sawyer Nursery
INS-4737,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),892,5431,Paul Ecke Ranch
INS-6846,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),159,206,Altman Plants
INS-8926,Atlanta PIS,Air,India,Budwood/Graftwood (scion),210,18237,"Olive Hill Greenhouses, Inc."
INS-4962,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",633,16155,Heartland Growers
INS-3242,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),441,41136,Van Wingerden International Inc.
INS-3162,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",369,36219,Young's Nursery & Greenhouses
INS-7693,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),500,30968,"B&H Flowers, Inc."
INS-8477,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),955,10110,California Pajarosa
INS-1848,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",567,51184,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-1520,Miami PIS,Sea,India,Budwood/Graftwood (scion),180,14246,Altman Plants
INS-6478,Miami PIS,Air,Japan,Budwood/Graftwood (scion),815,17257,Petitti Garden Center (Casa Verde)
INS-2239,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",231,16828,Woodburn Nursery & Azaleas
INS-8544,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",46,470,White's Nursery & Greenhouses Inc.
INS-3858,Los Angeles PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",501,48820,California Pajarosa
INS-2187,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),265,19576,Pacifica Flowers
INS-9232,Los Angeles PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",76,164,Maria Gardens Greenhouses Inc.
INS-2377,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),721,60224,Van de Wetering Greenhouses Inc.
INS-3607,Miami PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),238,14613,"Costa Farms, LLC"
INS-2293,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",971,63679,Alex R. Masson
INS-1897,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",385,35101,Operation
INS-1183,Atlanta PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),196,12962,DeLeon's Bromeliads
INS-1410,Los Angeles PIS,Sea,New Zeland,Budwood/Graftwood (scion),335,20935,Green Circle Growers
INS-2429,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",271,22979,Green Valley Growers
INS-1404,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),50,576,Four Star Greenhouses
INS-6405,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),895,32472,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-7048,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",711,17527,Dan Schantz Farm
INS-4512,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),114,3563,Kitayama Brothers
INS-3928,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",314,28371,Cuthbert Greenhouse
INS-5558,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",28,2483,Tagawa Greenhouses
INS-8942,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",120,3342,Barcelo Enterprises
INS-8752,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",682,39503,Blue Ridge Growers
INS-1298,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),2,148,Operation
INS-2474,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),714,15475,Gallup & Stribling Orchids Inc.
INS-3162,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",369,36219,Young's Nursery & Greenhouses
INS-3250,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),677,27852,Kurt Weiss Greenhouses
INS-6207,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",348,8665,Altman Plants
INS-4681,Los Angeles PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),771,57772,Alex R. Masson
INS-1323,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),282,9101,Gallup & Stribling Orchids Inc.
INS-4386,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",19,300,Sawyer Nursery
INS-5741,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),908,70779,Sunshine Floral Inc.
INS-1821,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),175,14303,'Nash Greenhouses
INS-8599,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",682,23185,Metrolina Greenhouses
INS-1395,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",870,15043,"Stacy's Greenhouses, Inc."
INS-9265,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",893,8169,Elzinga & Hoeksema Greenhouses
INS-1816,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",183,15374,Wenke Greenhouses
INS-8690,Los Angeles PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",703,60240,Paul Ecke Ranch
INS-9163,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),829,75205,"Costa Farms, LLC"
INS-9821,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),942,9454,Van Wingerden International Inc.
INS-8256,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),835,23989,"Young's Plant Farm, Inc."
INS-8085,Miami PIS,Air,India,Budwood/Graftwood (scion),40,881,Northwest Horticulture
INS-6805,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),469,24845,Sunshine Floral Inc.
INS-8079,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),638,25889,"Matsui Nursery, Inc."
INS-2140,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",253,10963,Dallas Johnson Greenhouses
INS-5891,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),577,16663,Sawyer Nursery
INS-5649,Atlanta PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),600,2680,Van de Wetering Greenhouses Inc.
INS-8831,Los Angeles PIS,Truck,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),39,1442,White's Nursery & Greenhouses Inc.
INS-5082,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),486,43359,Hines Horticulture
INS-4443,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",321,31657,Delray Plants Inc.
INS-6747,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",401,7532,"Costa Farms, LLC"
INS-3460,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),848,69868,Dewar Nurseries
INS-2184,Miami PIS,Train,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",194,17208,Kent's Bromeliads Nursery Inc.
INS-5200,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",942,66836,Hiebert Greenhouse of South Dakota
INS-4681,Los Angeles PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),771,57772,Alex R. Masson
INS-3088,Los Angeles PIS,Sea,India,Budwood/Graftwood (scion),770,57772,GroLink Plant Co.
INS-4332,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",382,4380,Wenke Greenhouses
INS-4310,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",603,12850,The Sun Valley Group
INS-3964,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",749,67328,Hines Horticulture
INS-4417,Atlanta PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),939,54508,Paul Ecke Ranch
INS-7108,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",204,7310,Aldershot of New Mexico Inc.
INS-3695,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),909,85976,Valley Flowers
INS-9538,Los Angeles PIS,Air,Netherlands,Budwood/Graftwood (scion),599,30988,Westland Floral Co.
INS-9228,Atlanta PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),474,12428,Plant Marketing LLC
INS-5224,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",849,65237,Cuthbert Greenhouse
INS-3964,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",749,67328,Hines Horticulture
INS-5891,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),577,16663,Sawyer Nursery
INS-8729,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),593,35707,"Costa Farms, LLC"
INS-6846,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),159,206,Altman Plants
INS-8372,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),638,51602,Floral Plant Growers LLC
INS-5881,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),350,22047,Smith Gardens
INS-6733,Los Angeles PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),397,7337,Battlefield Farms
INS-3620,Atlanta PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",763,43708,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-7555,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",235,10940,"B&H Flowers, Inc."
INS-2790,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",344,33883,Welby Gardens Co. Inc.
INS-7207,Atlanta PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",911,23763,Aldershot of New Mexico Inc.
INS-8841,Atlanta PIS,Air,India,Budwood/Graftwood (scion),77,6685,Lucas Greenhouses
INS-2119,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),590,38821,Dewar Nurseries
INS-6615,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),659,13973,Dan & Jerry's Greenhouse
INS-1805,Miami PIS,Sea,India,Budwood/Graftwood (scion),891,50982,Four Star Greenhouses
INS-7530,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),985,10359,Battlefield Farms
INS-1709,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),788,23678,N.G. Heimos Greenhouses
INS-9423,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",738,11579,Kitayama Brothers
INS-2171,Miami PIS,Air,India,Budwood/Graftwood (scion),685,13855,Myriad Flowers International
INS-9632,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",597,9105,Westland Floral Co.
INS-8238,Atlanta PIS,Air,India,Budwood/Graftwood (scion),443,4857,Dewar Nurseries
INS-6429,Miami PIS,Air,India,Budwood/Graftwood (scion),467,27131,"Bergen's Greenhouses, Inc."
INS-8142,Los Angeles PIS,Sea,India,Budwood/Graftwood (scion),672,19350,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-8232,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",898,34602,Welby Gardens Co. Inc.
INS-9518,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",360,116,Gallup & Stribling Orchids Inc.
INS-3269,Los Angeles PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",230,15077,Silver Terrace Nursery
INS-6402,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",302,22911,"Matsui Nursery, Inc."
INS-1805,Miami PIS,Sea,India,Budwood/Graftwood (scion),891,50982,Four Star Greenhouses
INS-6624,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),806,46581,Kitayama Brothers
INS-2403,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",759,9250,Wenke Greenhouses
INS-6155,Los Angeles PIS,Train,Japan,Budwood/Graftwood (scion),851,13775,Rocket Farms
INS-6210,Los Angeles PIS,Truck,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",933,61042,Hermann Engelmann Greenhouses
INS-5147,Los Angeles PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",610,22980,Dramm & Echter Inc.
INS-5741,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),908,70779,Sunshine Floral Inc.
INS-7783,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",29,1782,Nurserymen's Exchange
INS-8238,Atlanta PIS,Air,India,Budwood/Graftwood (scion),443,4857,Dewar Nurseries
INS-5298,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),937,7640,Rocket Farms
INS-6494,Miami PIS,Air,India,Budwood/Graftwood (scion),442,17440,California Pajarosa
INS-9360,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),718,50686,California Pajarosa
INS-1976,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),295,25161,Dallas Johnson Greenhouses
INS-1908,Los Angeles PIS,Train,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),478,43247,"Stacy's Greenhouses, Inc."
INS-1712,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),119,153,Hermann Engelmann Greenhouses
INS-6910,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),106,2125,Operation
INS-4685,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),205,17819,Sunshine Floral Inc.
INS-8032,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",935,9003,Barcelo Enterprises
INS-7034,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),522,15687,El Modeno Gardens Inc.
INS-4012,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),247,20448,Sawyer Nursery
INS-9128,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",119,5077,Timberline Nursery Inc.
INS-7772,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",674,37896,Maria Gardens Greenhouses Inc.
INS-3556,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),848,24171,Woodburn Nursery & Azaleas
INS-4280,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",832,12232,Sawyer Nursery
INS-3880,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",96,1578,Tagawa Greenhouses
INS-2329,Los Angeles PIS,Train,India,"Bulb, Corm, Rhizome, Tuberous Stem",468,14775,Panzer Nursery
INS-2243,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),200,12894,Grower Direct Farms
INS-9423,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",738,11579,Kitayama Brothers
INS-4804,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),638,24613,Pacifica Flowers
INS-4435,Miami PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",754,30954,Kitayama Brothers
INS-7546,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",403,33738,Polk Nursery Company Inc.
INS-6102,Los Angeles PIS,Train,New Zeland,"Root cutting, crown, or clump, Tuberous Root",578,34423,Nurserymen's Exchange
INS-9423,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",738,11579,Kitayama Brothers
INS-8085,Miami PIS,Air,India,Budwood/Graftwood (scion),40,881,Northwest Horticulture
INS-5208,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),332,5194,Kerry's Bromeliads
INS-4392,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",521,9237,Alex R. Masson
INS-9923,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),618,38968,Gallup & Stribling Orchids Inc.
INS-7484,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),41,1475,Altman Plants
INS-9555,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",479,32905,Maria Gardens Greenhouses Inc.
INS-1976,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),295,25161,Dallas Johnson Greenhouses
INS-8752,Miami PIS,Air,New Zeland,"Root cutting, crown, or clump, Tuberous Root",682,39503,Blue Ridge Growers
INS-6734,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),211,5923,Cuthbert Greenhouse
INS-1983,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",751,9985,Westland Floral Co.
INS-6378,Los Angeles PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),191,5827,GroLink Plant Co.
INS-7108,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",204,7310,Aldershot of New Mexico Inc.
INS-1141,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),3,48,Wenke Greenhouses
INS-4962,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",633,16155,Heartland Growers
INS-8550,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),437,11551,Alex R. Masson
INS-3695,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),909,85976,Valley Flowers
INS-4982,Miami PIS,Train,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",945,47447,Paul Ecke Ranch
INS-4819,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),463,39809,Pacifica Flowers
INS-3762,Miami PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),484,36959,Bay City Flowers
INS-9228,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),213,122,Welby Gardens Co. Inc.
INS-8142,Los Angeles PIS,Sea,India,Budwood/Graftwood (scion),672,19350,Henry Mast Greenhouses/Masterpiece Flower Co LLC
